year,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_1pctCO2,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r2i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r3i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r4i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r5i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r6i1p1f2_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_1pctCO2,IPSL_IPSL-CM6A-LR_r10i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r11i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r12i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r2i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r3i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r4i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r5i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r6i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r7i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r8i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r9i1p1f1_co2mass_abrupt-4xCO2,MOHC_UKESM1-0-LL_r1i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r2i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r3i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r4i1p1f2_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_abrupt-4xCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorCPM1_r1i1p1f1_co2mass_1pctCO2,NCC_NorCPM1_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_abrupt-4xCO2,NOAA-GFDL_GFDL-CM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_abrupt-4xCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_1pctCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_abrupt-4xCO2
1899,,,3595930500000000.0,8833320000000000.0,3597128300000000.0,8836261000000000.0,,,,,,3603602967016248.0,,,,8852205709001940.0,,,,,,,,,3642596400000000.0,3642596400000000.0,3642596400000000.0,3642596400000000.0,3605002000000000.0,8855685700000000.0,3604988000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,3640154200000000.0,8894044600000000.0
1900,,,3631889800000000.0,8833320000000000.0,3633099700000000.0,8836261000000000.0,,,,,,3639641369696790.5,,,,8852205709001940.0,,,,,,,,,3679022500000000.0,3679022500000000.0,3679022500000000.0,3679022500000000.0,3641052000000000.0,8855684000000000.0,3641037900000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3676555600000000.0,8894044600000000.0
1901,,,3668209200000000.0,8833320000000000.0,3669430800000000.0,8836261000000000.0,,,,,,3676068860565728.5,,,,8852205709001940.0,,,,,,,,,3715812400000000.0,3715812400000000.0,3715812400000000.0,3715812400000000.0,3677462400000000.0,8855684000000000.0,3677448400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3713321300000000.0,8894044600000000.0
1902,,,3704891100000000.0,8833320000000000.0,3706125000000000.0,8836261000000000.0,,,,,,3712807764508529.5,,,,8852205709001940.0,,,,,,,,,3752970300000000.0,3752970300000000.0,3752970300000000.0,3752970300000000.0,3714237000000000.0,8855685700000000.0,3714223300000000.0,8855654000000000.0,,,,,,,,,,,,,,,,3750454300000000.0,8894044600000000.0
1903,,,3741939500000000.0,8833320000000000.0,3743185600000000.0,8836261000000000.0,,,,,,3749935756639728.0,,,,8852205709001940.0,,,,,,,,,3790499800000000.0,3790499800000000.0,3790499800000000.0,3790499800000000.0,3751379000000000.0,8855685000000000.0,3751364800000000.0,8855654000000000.0,,,,,,,,,,,,,,,,3787959000000000.0,8894044600000000.0
1904,,,3779359700000000.0,8833320000000000.0,3780618400000000.0,8836261000000000.0,,,,,,3787453074497898.0,,,,8852205709001940.0,,,,,,,,,3828405300000000.0,3828405300000000.0,3828405300000000.0,3828405300000000.0,3788932000000000.0,8855685700000000.0,3788917000000000.0,8855653500000000.0,,,,,,,,,,,,,,,,3825838800000000.0,8894044600000000.0
1905,,,3817152500000000.0,8833321000000000.0,3818423800000000.0,8836261000000000.0,,,,,,3825281805429932.0,,,,8852205709001940.0,,,,,,,,,3866689300000000.0,3866689300000000.0,3866689300000000.0,3866689300000000.0,3826781800000000.0,8855684000000000.0,3826767500000000.0,8855653000000000.0,,,,,,,,,,,,,,,,3864097000000000.0,8894044600000000.0
1906,,,3855324500000000.0,8833321000000000.0,3856608700000000.0,8836261000000000.0,,,,,,3863577299664895.5,,,,8852205709001940.0,,,,,,,,,3905355800000000.0,3905355800000000.0,3905355800000000.0,3905355800000000.0,3865050000000000.0,8855685700000000.0,3865035000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,3902738000000000.0,8894044600000000.0
1907,,,3893877200000000.0,8833321000000000.0,3895174300000000.0,8836261000000000.0,,,,,,3902184206973720.5,,,,8852205709001940.0,,,,,,,,,3944409600000000.0,3944409600000000.0,3944409600000000.0,3944409600000000.0,3903700000000000.0,8855685700000000.0,3903686000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,3941765300000000.0,8894044600000000.0
1908,,,3932816000000000.0,8833321000000000.0,3934126000000000.0,8836261000000000.0,,,,,,3941258352662630.0,,,,8852205709001940.0,,,,,,,,,3983853800000000.0,3983853800000000.0,3983853800000000.0,3983853800000000.0,3942777800000000.0,8855684000000000.0,3942762000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,3981183200000000.0,8894044600000000.0
1909,,,3972144400000000.0,8833320000000000.0,3973467500000000.0,8836261000000000.0,,,,,,3980643673886824.5,,,,8852205709001940.0,,,,,,,,,4023691800000000.0,4023691800000000.0,4023691800000000.0,4023691800000000.0,3982165000000000.0,8855685700000000.0,3982149500000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4020994800000000.0,8894044600000000.0
1910,,,4011866000000000.0,8833321000000000.0,4013203200000000.0,8836261000000000.0,,,,,,4020418320837992.5,,,,8852205709001940.0,,,,,,,,,4063929200000000.0,4063929200000000.0,4063929200000000.0,4063929200000000.0,4021986400000000.0,8855685700000000.0,4021970900000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4061204800000000.0,8894044600000000.0
1911,,,4051984000000000.0,8833320000000000.0,4053333500000000.0,8836261000000000.0,,,,,,4060659731092090.0,,,,8852205709001940.0,,,,,,,,,4104568200000000.0,4104568200000000.0,4104568200000000.0,4104568200000000.0,4062206600000000.0,8855685000000000.0,4062190500000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4101817000000000.0,8894044600000000.0
1912,,,4092504000000000.0,8833321000000000.0,4093868000000000.0,8836261000000000.0,,,,,,4101290229534584.0,,,,8852205709001940.0,,,,,,,,,4145614400000000.0,4145614400000000.0,4145614400000000.0,4145614400000000.0,4102870600000000.0,8855685700000000.0,4102854500000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4142835000000000.0,8894044600000000.0
1913,,,4133429500000000.0,8833321000000000.0,4134807000000000.0,8836261000000000.0,,,,,,4142232378589518.0,,,,8852205709001940.0,,,,,,,,,4187070200000000.0,4187070200000000.0,4187070200000000.0,4187070200000000.0,4143856700000000.0,8855685700000000.0,4143840600000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4184263400000000.0,8894044600000000.0
1914,,,4174763800000000.0,8833320000000000.0,4176154500000000.0,8836261000000000.0,,,,,,4183719441139066.0,,,,8852205709001940.0,,,,,,,,,4228941000000000.0,4228941000000000.0,4228941000000000.0,4228941000000000.0,4185295300000000.0,8855684000000000.0,4185279000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4226105800000000.0,8894044600000000.0
1915,,,4216512000000000.0,8833321000000000.0,4217915900000000.0,8836261000000000.0,,,,,,4225517679223902.5,,,,8852205709001940.0,,,,,,,,,4271230400000000.0,4271230400000000.0,4271230400000000.0,4271230400000000.0,4227148000000000.0,8855685700000000.0,4227132300000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4268367200000000.0,8894044600000000.0
1916,,,4258676000000000.0,8833321000000000.0,4260095400000000.0,8836261000000000.0,,,,,,4267782918150245.5,,,,8852205709001940.0,,,,,,,,,4313942700000000.0,4313942700000000.0,4313942700000000.0,4313942700000000.0,4269463000000000.0,8855684000000000.0,4269447700000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4311051000000000.0,8894044600000000.0
1917,,,4301263000000000.0,8833320000000000.0,4302695000000000.0,8836261000000000.0,,,,,,4310437720342135.5,,,,8852205709001940.0,,,,,,,,,4357082500000000.0,4357082500000000.0,4357082500000000.0,4357082500000000.0,4312114000000000.0,8855685700000000.0,4312097500000000.0,8855651300000000.0,,,,,,,,,,,,,,,,4354161600000000.0,8894044600000000.0
1918,,,4344276500000000.0,8833320000000000.0,4345722300000000.0,8836261000000000.0,,,,,,4353559048298381.5,,,,8852205709001940.0,,,,,,,,,4400652500000000.0,4400652500000000.0,4400652500000000.0,4400652500000000.0,4355235000000000.0,8855685700000000.0,4355218200000000.0,8855651300000000.0,,,,,,,,,,,,,,,,4397702600000000.0,8894044600000000.0
1919,,,4387718500000000.0,8833321000000000.0,4389180600000000.0,8836261000000000.0,,,,,,4397069464443021.5,,,,8852205709001940.0,,,,,,,,,4444659800000000.0,4444659800000000.0,4444659800000000.0,4444659800000000.0,4398787400000000.0,8855684000000000.0,4398770200000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4441680000000000.0,8894044600000000.0
1920,,,4431595300000000.0,8833321000000000.0,4433071700000000.0,8836261000000000.0,,,,,,4441047356506320.5,,,,8852205709001940.0,,,,,,,,,4489106300000000.0,4489106300000000.0,4489106300000000.0,4489106300000000.0,4442820700000000.0,8855685700000000.0,4442804000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4486096800000000.0,8894044600000000.0
1921,,,4475911300000000.0,8833321000000000.0,4477403300000000.0,8836261000000000.0,,,,,,4485492249411126.5,,,,8852205709001940.0,,,,,,,,,4533997000000000.0,4533997000000000.0,4533997000000000.0,4533997000000000.0,4487202800000000.0,8855685700000000.0,4487185600000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4530957500000000.0,8894044600000000.0
1922,,,4520671000000000.0,8833321000000000.0,4522176000000000.0,8836261000000000.0,,,,,,4530326230504329.0,,,,8852205709001940.0,,,,,,,,,4579337600000000.0,4579337600000000.0,4579337600000000.0,4579337600000000.0,4532075000000000.0,8855685000000000.0,4532058000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4576267000000000.0,8894044600000000.0
1923,,,4565877000000000.0,8833321000000000.0,4567398000000000.0,8836261000000000.0,,,,,,4575626737361885.0,,,,8852205709001940.0,,,,,,,,,4625131000000000.0,4625131000000000.0,4625131000000000.0,4625131000000000.0,4577396000000000.0,8855685700000000.0,4577378600000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4622030000000000.0,8894044600000000.0
1924,,,4611536000000000.0,8833321000000000.0,4613071400000000.0,8836261000000000.0,,,,,,4621394720138097.0,,,,8852205709001940.0,,,,,,,,,4671381000000000.0,4671381000000000.0,4671381000000000.0,4671381000000000.0,4623217000000000.0,8855685700000000.0,4623199400000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4668250400000000.0,8894044600000000.0
1925,,,4657652000000000.0,8833321000000000.0,4659202500000000.0,8836261000000000.0,,,,,,4667629703755818.0,,,,8852205709001940.0,,,,,,,,,4718096000000000.0,4718096000000000.0,4718096000000000.0,4718096000000000.0,4669401500000000.0,8855684000000000.0,4669383000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,4714933000000000.0,8894044600000000.0
1926,,,4704228000000000.0,8833320000000000.0,4705795000000000.0,8836261000000000.0,,,,,,4714253775561936.0,,,,8852205709001940.0,,,,,,,,,4765276400000000.0,4765276400000000.0,4765276400000000.0,4765276400000000.0,4716095300000000.0,8855684000000000.0,4716077600000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4762082000000000.0,8894044600000000.0
1927,,,4751271600000000.0,8833320000000000.0,4752853000000000.0,8836261000000000.0,,,,,,4761422760862670.0,,,,8852205709001940.0,,,,,,,,,4812929000000000.0,4812929000000000.0,4812929000000000.0,4812929000000000.0,4763256000000000.0,8855685700000000.0,4763238000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,4809703000000000.0,8894044600000000.0
1928,,,4798783600000000.0,8833320000000000.0,4800382000000000.0,8836261000000000.0,,,,,,4809059222082062.0,,,,8852205709001940.0,,,,,,,,,4861058500000000.0,4861058500000000.0,4861058500000000.0,4861058500000000.0,4810938400000000.0,8855685700000000.0,4810919600000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4857799700000000.0,8894044600000000.0
1929,,,4846771300000000.0,8833320000000000.0,4848386000000000.0,8836261000000000.0,,,,,,4857162209065807.0,,,,8852205709001940.0,,,,,,,,,4909669000000000.0,4909669000000000.0,4909669000000000.0,4909669000000000.0,4858998000000000.0,8855685700000000.0,4858979700000000.0,8855651300000000.0,,,,,,,,,,,,,,,,4906378000000000.0,8894044600000000.0
1930,,,4895239400000000.0,8833320000000000.0,4896869000000000.0,8836261000000000.0,,,,,,4905732196891057.0,,,,8852205709001940.0,,,,,,,,,4958766000000000.0,4958766000000000.0,4958766000000000.0,4958766000000000.0,4907588000000000.0,8855684000000000.0,4907568700000000.0,8855653000000000.0,,,,,,,,,,,,,,,,4955441500000000.0,8894044600000000.0
1931,,,4944191000000000.0,8833320000000000.0,4945838500000000.0,8836261000000000.0,,,,,,4954769185557815.0,,,,8852205709001940.0,,,,,,,,,5008354000000000.0,5008354000000000.0,5008354000000000.0,5008354000000000.0,4956664000000000.0,8855684000000000.0,4956644000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5004996000000000.0,8894044600000000.0
1932,,,4993633400000000.0,8833320000000000.0,4995296000000000.0,8836261000000000.0,,,,,,5004273175066079.0,,,,8852205709001940.0,,,,,,,,,5058437500000000.0,5058437500000000.0,5058437500000000.0,5058437500000000.0,5006281500000000.0,8855685700000000.0,5006261700000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5055046000000000.0,8894044600000000.0
1933,,,5043570000000000.0,8833320000000000.0,5045250000000000.0,8836261000000000.0,,,,,,5054322078068959.0,,,,8852205709001940.0,,,,,,,,,5109021400000000.0,5109021400000000.0,5109021400000000.0,5109021400000000.0,5056292700000000.0,8855687300000000.0,5056273000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5105597000000000.0,8894044600000000.0
1934,,,5094004600000000.0,8833320000000000.0,5095703000000000.0,8836261000000000.0,,,,,,5104915894566455.0,,,,8852205709001940.0,,,,,,,,,5160111700000000.0,5160111700000000.0,5160111700000000.0,5160111700000000.0,5106855000000000.0,8855685000000000.0,5106835000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5156652600000000.0,8894044600000000.0
1935,,,5144945000000000.0,8833320000000000.0,5146659000000000.0,8836261000000000.0,,,,,,5155976711905456.0,,,,8852205709001940.0,,,,,,,,,5211713000000000.0,5211713000000000.0,5211713000000000.0,5211713000000000.0,5157923400000000.0,8855685700000000.0,5157904000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,5208219000000000.0,8894044600000000.0
1936,,,5196395000000000.0,8833320000000000.0,5198126000000000.0,8836261000000000.0,,,,,,5207505005163118.0,,,,8852205709001940.0,,,,,,,,,5263830000000000.0,5263830000000000.0,5263830000000000.0,5263830000000000.0,5209556400000000.0,8855686000000000.0,5209536600000000.0,8855651300000000.0,,,,,,,,,,,,,,,,5260301500000000.0,8894044600000000.0
1937,,,5248359300000000.0,8833320000000000.0,5250107400000000.0,8836261000000000.0,,,,,,5259577261761088.0,,,,8852205709001940.0,,,,,,,,,5316468000000000.0,5316468000000000.0,5316468000000000.0,5316468000000000.0,5261598500000000.0,8855685700000000.0,5261578000000000.0,8855651300000000.0,,,,,,,,,,,,,,,,5312904000000000.0,8894044600000000.0
1938,,,5300841000000000.0,8833320000000000.0,5302608000000000.0,8836261000000000.0,,,,,,5312194906930829.0,,,,8852205709001940.0,,,,,,,,,5369633000000000.0,5369633000000000.0,5369633000000000.0,5369633000000000.0,5314214600000000.0,8855685700000000.0,5314194000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5366033400000000.0,8894044600000000.0
1939,,,5353849600000000.0,8833320000000000.0,5355634000000000.0,8836261000000000.0,,,,,,5365279552942073.0,,,,8852205709001940.0,,,,,,,,,5423330000000000.0,5423330000000000.0,5423330000000000.0,5423330000000000.0,5367357000000000.0,8855685700000000.0,5367336300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5419694000000000.0,8894044600000000.0
1940,,,5407389000000000.0,8833320000000000.0,5409189700000000.0,8836261000000000.0,,,,,,5418987025101047.0,,,,8852205709001940.0,,,,,,,,,5477563000000000.0,5477563000000000.0,5477563000000000.0,5477563000000000.0,5421084600000000.0,8855686000000000.0,5421064000000000.0,8855653500000000.0,,,,,,,,,,,,,,,,5473890700000000.0,8894044600000000.0
1941,,,5461463000000000.0,8833320000000000.0,5463282700000000.0,8836261000000000.0,,,,,,5473161023024370.0,,,,8852205709001940.0,,,,,,,,,5532337700000000.0,5532337700000000.0,5532337700000000.0,5532337700000000.0,5475240400000000.0,8855685000000000.0,5475220000000000.0,8855653500000000.0,,,,,,,,,,,,,,,,5528629500000000.0,8894044600000000.0
1942,,,5516078000000000.0,8833320000000000.0,5517916000000000.0,8836261000000000.0,,,,,,5527880409519465.0,,,,8852205709001940.0,,,,,,,,,5587661000000000.0,5587661000000000.0,5587661000000000.0,5587661000000000.0,5529993000000000.0,8855685000000000.0,5529971700000000.0,8855652000000000.0,,,,,,,,,,,,,,,,5583915400000000.0,8894044600000000.0
1943,,,5571239000000000.0,8833320000000000.0,5573094000000000.0,8836261000000000.0,,,,,,5583144234432023.0,,,,8852205709001940.0,,,,,,,,,5643538000000000.0,5643538000000000.0,5643538000000000.0,5643538000000000.0,5585292500000000.0,8855685000000000.0,5585271600000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5639755400000000.0,8894044600000000.0
1944,,,5626951500000000.0,8833320000000000.0,5628825000000000.0,8836261000000000.0,,,,,,5638953447916350.0,,,,8852205709001940.0,,,,,,,,,5699973500000000.0,5699973500000000.0,5699973500000000.0,5699973500000000.0,5641203300000000.0,8855684000000000.0,5641182400000000.0,8855651300000000.0,,,,,,,,,,,,,,,,5696152600000000.0,8894044600000000.0
1945,,,5683220400000000.0,8833320000000000.0,5685114000000000.0,8836261000000000.0,,,,,,5695385012471248.0,,,,8852205709001940.0,,,,,,,,,5756972600000000.0,5756972600000000.0,5756972600000000.0,5756972600000000.0,5697557000000000.0,8855685700000000.0,5697535600000000.0,8855652000000000.0,,,,,,,,,,,,,,,,5753114600000000.0,8894044600000000.0
1946,,,5740052500000000.0,8833320000000000.0,5741964300000000.0,8836261000000000.0,,,,,,5752361490520762.0,,,,8852205709001940.0,,,,,,,,,5814542300000000.0,5814542300000000.0,5814542300000000.0,5814542300000000.0,5754532500000000.0,8855685700000000.0,5754510000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5810645700000000.0,8894044600000000.0
1947,,,5797453700000000.0,8833320000000000.0,5799384000000000.0,8836261000000000.0,,,,,,5809882406987742.0,,,,8852205709001940.0,,,,,,,,,5872688600000000.0,5872688600000000.0,5872688600000000.0,5872688600000000.0,5812078000000000.0,8855685700000000.0,5812055500000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5868752000000000.0,8894044600000000.0
1948,,,5855427000000000.0,8833320000000000.0,5857377600000000.0,8836261000000000.0,,,,,,5867948712026488.0,,,,8852205709001940.0,,,,,,,,,5931416000000000.0,5931416000000000.0,5931416000000000.0,5931416000000000.0,5870259000000000.0,8855684000000000.0,5870236000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,5927438700000000.0,8894044600000000.0
1949,,,5913981500000000.0,8833320000000000.0,5915952000000000.0,8836261000000000.0,,,,,,5926637368135808.0,,,,8852205709001940.0,,,,,,,,,5990729400000000.0,5990729400000000.0,5990729400000000.0,5990729400000000.0,5928900000000000.0,8855685700000000.0,5928877500000000.0,8855651300000000.0,,,,,,,,,,,,,,,,5986713600000000.0,8894044600000000.0
1950,,,5973122000000000.0,8833320000000000.0,5975112000000000.0,8836261000000000.0,,,,,,5985871412816897.0,,,,8852205709001940.0,,,,,,,,,6050636600000000.0,6050636600000000.0,6050636600000000.0,6050636600000000.0,5988190000000000.0,8855684000000000.0,5988165300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,6046580000000000.0,8894044600000000.0
1951,,,6032853000000000.0,8833320000000000.0,6034862300000000.0,8836261000000000.0,,,,,,6045727333491407.0,,,,8852205709001940.0,,,,,,,,,6111143600000000.0,6111143600000000.0,6111143600000000.0,6111143600000000.0,6048071500000000.0,8855685000000000.0,6048048000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,6107046000000000.0,8894044600000000.0
1952,,,6093180400000000.0,8833320000000000.0,6095211000000000.0,8836261000000000.0,,,,,,6106206555390793.0,,,,8852205709001940.0,,,,,,,,,6172255000000000.0,6172255000000000.0,6172255000000000.0,6172255000000000.0,6108615500000000.0,8855684000000000.0,6108592000000000.0,8855653000000000.0,,,,,,,,,,,,,,,,6168117000000000.0,8894044600000000.0
1953,,,6154113000000000.0,8833320000000000.0,6156164000000000.0,8836261000000000.0,,,,,,6167308603437907.0,,,,8852205709001940.0,,,,,,,,,6233977000000000.0,6233977000000000.0,6233977000000000.0,6233977000000000.0,6169637300000000.0,8855685700000000.0,6169613700000000.0,8855651300000000.0,,,,,,,,,,,,,,,,6229798000000000.0,8894044600000000.0
1954,,,6215654700000000.0,8833320000000000.0,6217725000000000.0,8836261000000000.0,,,,,,6228955089902483.0,,,,8852205709001940.0,,,,,,,,,6296317000000000.0,6296317000000000.0,6296317000000000.0,6296317000000000.0,6231334000000000.0,8855685000000000.0,6231310400000000.0,8855652000000000.0,,,,,,,,,,,,,,,,6292095400000000.0,8894044600000000.0
1955,,,6277811400000000.0,8833320000000000.0,6279902000000000.0,8836261000000000.0,,,,,,6291224402514785.0,,,,8852205709001940.0,,,,,,,,,6359280500000000.0,6359280500000000.0,6359280500000000.0,6359280500000000.0,6293647500000000.0,8855685700000000.0,6293623300000000.0,8855653000000000.0,,,,,,,,,,,,,,,,6355016700000000.0,8894044600000000.0
1956,,,6340590000000000.0,8833320000000000.0,6342701000000000.0,8836261000000000.0,,,,,,6354116541274815.0,,,,8852205709001940.0,,,,,,,,,6422873000000000.0,6422873000000000.0,6422873000000000.0,6422873000000000.0,6356649000000000.0,8855684000000000.0,6356625000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,6418566600000000.0,8894044600000000.0
1957,,,6403994300000000.0,8833320000000000.0,6406128000000000.0,8836261000000000.0,,,,,,6417708943758525.0,,,,8852205709001940.0,,,,,,,,,6487102000000000.0,6487102000000000.0,6487102000000000.0,6487102000000000.0,6420150000000000.0,8855684000000000.0,6420125000000000.0,8855653500000000.0,,,,,,,,,,,,,,,,6482753000000000.0,8894044600000000.0
1958,,,6468035500000000.0,8833320000000000.0,6470189500000000.0,8836261000000000.0,,,,,,6481846259736851.0,,,,8852205709001940.0,,,,,,,,,6551973000000000.0,6551973000000000.0,6551973000000000.0,6551973000000000.0,6484351000000000.0,8855685700000000.0,6484326300000000.0,8855651300000000.0,,,,,,,,,,,,,,,,6547580500000000.0,8894044600000000.0
1959,,,6532714500000000.0,8833320000000000.0,6534891000000000.0,8836261000000000.0,,,,,,6546684314516015.0,,,,8852205709001940.0,,,,,,,,,6617492300000000.0,6617492300000000.0,6617492300000000.0,6617492300000000.0,6549195400000000.0,8855685700000000.0,6549170000000000.0,8855654000000000.0,,,,,,,,,,,,,,,,6613056000000000.0,8894044600000000.0
1960,,,6598042000000000.0,8833320000000000.0,6600239500000000.0,8836261000000000.0,,,,,,6612144720365749.0,,,,8852205709001940.0,,,,,,,,,6683667600000000.0,6683667600000000.0,6683667600000000.0,6683667600000000.0,6614754300000000.0,8855687300000000.0,6614728500000000.0,8855653000000000.0,,,,,,,,,,,,,,,,6679187000000000.0,8894044600000000.0
1961,,,6664023500000000.0,8833320000000000.0,6666243000000000.0,8836261000000000.0,,,,,,6678305865016321.0,,,,8852205709001940.0,,,,,,,,,6750503700000000.0,6750503700000000.0,6750503700000000.0,6750503700000000.0,6680834000000000.0,8855684000000000.0,6680808000000000.0,8855654000000000.0,,,,,,,,,,,,,,,,6745978400000000.0,8894044600000000.0
1962,,,6730663000000000.0,8833320000000000.0,6732904000000000.0,8836261000000000.0,,,,,,6745089835814619.0,,,,8852205709001940.0,,,,,,,,,6818009300000000.0,6818009300000000.0,6818009300000000.0,6818009300000000.0,6747642000000000.0,8855685000000000.0,6747615300000000.0,8855652000000000.0,,,,,,,,,,,,,,,,6813438000000000.0,8894044600000000.0
1963,,,6797970600000000.0,8833320000000000.0,6800234000000000.0,8836261000000000.0,,,,,,6812496157683489.0,,,,8852205709001940.0,,,,,,,,,6886189000000000.0,6886189000000000.0,6886189000000000.0,6886189000000000.0,6815119000000000.0,8855685700000000.0,6815092500000000.0,8855651300000000.0,,,,,,,,,,,,,,,,6881572700000000.0,8894044600000000.0
1964,,,6865949000000000.0,8833320000000000.0,6868236300000000.0,8836261000000000.0,,,,,,6880603218353195.0,,,,8852205709001940.0,,,,,,,,,6955051000000000.0,6955051000000000.0,6955051000000000.0,6955051000000000.0,6883340000000000.0,8855685000000000.0,6883314000000000.0,8855652000000000.0,,,,,,,,,,,,,,,,6950388300000000.0,8894044600000000.0
